"","logFC","logCPM","LR","PValue","FDR","change"
"FUBP1",-0.0102954104938881,7.96747269369629,0.0194622111885394,0.889049501780661,1,"NOT"
"DNTTIP1",0.0192191293648576,4.66427888918034,0.0193269791070207,0.889433154804116,1,"NOT"
"KLC1",-0.0122667639808078,5.93337394411107,0.0192898107613573,0.88953884081282,1,"NOT"
"PPP3CC",-0.0182437016029161,4.6793528291407,0.0192753225412297,0.889580065325706,1,"NOT"
"MTUS1",0.043175163907422,1.4434256744771,0.019177576493451,0.88985860374782,1,"NOT"
"CELA2B",-0.103070402423163,-0.334018332651732,0.0191755651793801,0.889864342802253,1,"NOT"
"DUS4L",0.0224753481102146,4.40431296397971,0.0191530425690676,0.889928629454092,1,"NOT"
"MFSD4A",-0.0753981629845071,0.179440227566797,0.0191334814918456,0.889984494218195,1,"NOT"
"MEMO1",0.0355368372834826,2.47290614703415,0.0190952219051435,0.890093844518511,1,"NOT"
"TAPT1",0.0150259787284861,5.23865052751697,0.0190800125678905,0.890137345562766,1,"NOT"
"COX6B2",-0.126368630165699,-0.440885023189734,0.0190599864343515,0.890194650342848,1,"NOT"
"BAD",0.0285858438967793,3.5302819713777,0.0190255355408361,0.890293303402651,1,"NOT"
"HLX",-0.0883244152548118,-0.141712358573807,0.0189663876507919,0.890462890924451,1,"NOT"
"PANX1",-0.0170219929262271,4.78647312196863,0.0189613338191084,0.890477393646108,1,"NOT"
"PRPF3",0.0113336768691688,6.32303469363961,0.0188948806803459,0.890668274317374,1,"NOT"
"NPIPB4",-0.0348187542964495,2.80776922906835,0.0188869214629657,0.890691159373958,1,"NOT"
"TTLL3",0.0156193486869617,5.66882334680892,0.0188658591457624,0.89075174335412,1,"NOT"
"PHF1",-0.113781186782953,-0.334050573360699,0.0188311073581104,0.890851779318274,1,"NOT"
"RXRA",0.0136433278411056,6.3841131916686,0.0187833985695534,0.890989266407361,1,"NOT"
"RP2",0.0293140306065108,3.34179262680486,0.0186736177520539,0.891306309694642,1,"NOT"
"ZNF707",-0.0250767041748662,4.09677417199581,0.018649846817258,0.891375084287452,1,"NOT"
"C9orf72",-0.0383198326187278,2.02699178847594,0.0186463022622978,0.891385343296311,1,"NOT"
"PLEKHA3",0.0222969534144944,4.27521051264393,0.0185900379084991,0.891548322482783,1,"NOT"
"FRMD8",0.0112676681206871,7.26178423616375,0.0185481699976329,0.891669763032139,1,"NOT"
"SYNE2",-0.0380244378083768,2.6913191075425,0.0185352635390097,0.891707227184578,1,"NOT"
"SH3YL1",-0.0370274788613415,2.51759291662479,0.0185293936701143,0.891724270309542,1,"NOT"
"PAFAH1B3",-0.0138977226270322,6.47482056281771,0.0184739616311873,0.891885352638156,1,"NOT"
"DCTN1",0.0113369345492012,6.69502167949708,0.0184738440198302,0.891885694671497,1,"NOT"
"TIMM8A",-0.0115213537143381,5.79979189642544,0.0183908375155841,0.892127368538577,1,"NOT"
"PRRC1",0.0108008195331647,6.0697432942517,0.0183888877917671,0.892133051838979,1,"NOT"
"COPS4",0.0160708895892744,5.10940523728076,0.0183843488404629,0.892146283734295,1,"NOT"
"EXOC8",-0.0167232809876695,5.05445290199409,0.0183813493687346,0.892155028670445,1,"NOT"
"FAM227A",-0.0463727833792736,1.16182878498538,0.0183736345781149,0.892177524420056,1,"NOT"
"RBKS",0.0389467071324199,1.80029900840114,0.0183578744849076,0.89222349462045,1,"NOT"
"CDH23",-0.0463958784420744,1.16210553540172,0.0183569994071409,0.892226047700466,1,"NOT"
"TFAP2E",-0.0788417067598452,0.0277617778269778,0.0183159471460781,0.892345889300073,1,"NOT"
"RIN1",-0.0893214401786224,-0.234720147299433,0.0182738720921917,0.89246885868366,1,"NOT"
"LENG9",0.033555236016523,3.30048255752916,0.0182057553598218,0.892668243985009,1,"NOT"
"ANO6",0.0151904942357762,5.19158914938142,0.0181476706929331,0.892838564519282,1,"NOT"
"TUBB4A",-0.0841474243806542,-0.141858319406171,0.0181254522142076,0.892903788699039,1,"NOT"
"APAF1",0.0187219639845665,4.66398816749042,0.0180887786360406,0.893011536114681,1,"NOT"
"SPRYD7",0.0252503298693539,4.03520192057963,0.0179596060016891,0.893391935212303,1,"NOT"
"TTC1",0.0105796119865015,6.31358435348479,0.017946050156322,0.893431936303319,1,"NOT"
"VOPP1",0.0124310801771282,5.57549187439007,0.0179381854959466,0.893455150684316,1,"NOT"
"NR2F2",-0.00983679099864814,7.68123217035819,0.0179209218990088,0.893506126393159,1,"NOT"
"RAB3IL1",0.0103209410484679,6.18083734998218,0.0179153862512953,0.89352247726822,1,"NOT"
"CEBPZ",-0.00977166734130233,6.84467787890028,0.0178254661339139,0.893788439096615,1,"NOT"
"BDP1",-0.0102046312160477,6.50274163260275,0.017702110190764,0.89415440923979,1,"NOT"
"PSME4",-0.0103854614765261,7.7770181294924,0.0176616032534156,0.894274867350185,1,"NOT"
"CDADC1",-0.0310702265374191,3.02240788672709,0.0176112081217231,0.89442492703344,1,"NOT"
"ALG12",0.0170732152920253,4.64336755450676,0.0175830620452704,0.894508831641045,1,"NOT"
"GABRG1",0.0637058145378624,0.381667328983428,0.0174686775159789,0.894850521787987,1,"NOT"
"PSMB5",0.0108772814852319,6.62489279693473,0.0174229878262935,0.894987324341119,1,"NOT"
"MAP3K21",0.113618498984568,-0.618462008870271,0.0173007870633455,0.895354113177725,1,"NOT"
"C8orf33",-0.00935750964846126,6.87801446536734,0.0172856458251722,0.895399651644517,1,"NOT"
"VKORC1",0.0646515741769458,0.381773427318358,0.017224633356852,0.895583357368383,1,"NOT"
"MAML3",0.038353845985493,1.75410457342486,0.0172008845175586,0.895654953496124,1,"NOT"
"HIST1H4E",0.0258223403229984,3.60544159397919,0.0171517379746655,0.895803276465992,1,"NOT"
"ZNF443",-0.0453597719325221,1.12530017570193,0.017113848120395,0.895917774662142,1,"NOT"
"MARS",0.00829017212387667,8.14569515576911,0.016999110323269,0.896265285803131,1,"NOT"
"GIT2",-0.013762595462764,5.28177205254093,0.016931934042157,0.89646929916222,1,"NOT"
"TINCR",-0.096567199095971,-0.334207666054347,0.0169225175469787,0.896497929782981,1,"NOT"
"HOOK3",-0.0134567649173685,5.94733083264945,0.016888477246745,0.896601496102937,1,"NOT"
"GPRIN1",-0.0134088015354306,5.22050828859933,0.0168645648736021,0.896674312069648,1,"NOT"
"ENTPD1",-0.0365567874940582,2.49441172410961,0.0168300659967189,0.896779457736187,1,"NOT"
"PLOD3",0.0113186792696197,6.65255845166804,0.0167537516778395,0.89701243848197,1,"NOT"
"MNS1",0.0338509558869389,2.35728786413228,0.0165469328142609,0.897646563915757,1,"NOT"
"CCT5",-0.00234775216775612,9.70249832339383,0.0165090453885299,0.897763165974872,1,"NOT"
"THAP1",-0.026253109648532,3.43577625100342,0.0165061133822088,0.897772195162877,1,"NOT"
"LDHD",-0.103489936681237,-0.441042318306188,0.0164788518265144,0.897856186873091,1,"NOT"
"LOX",-0.103515325781915,-0.441042318306188,0.0164760545293063,0.897864809222171,1,"NOT"
"NDUFS7",0.0100219076522138,7.32378602084637,0.0164756089466884,0.89786618274838,1,"NOT"
"PHACTR2",-0.0339594909335099,2.58647449301496,0.0164399151234758,0.897976271780065,1,"NOT"
"ZNF101",-0.0187702951964315,4.57246571336628,0.0163645975012336,0.89820897021071,1,"NOT"
"SLC27A3",-0.0363485465011437,1.81216364422324,0.0163639354329157,0.898211018122023,1,"NOT"
"MARCH5",-0.0208137889943937,4.98692991683017,0.0163607997027029,0.898220718142287,1,"NOT"
"MFSD1",-0.0107404862720963,5.81342661898135,0.0163210932613245,0.898343627264619,1,"NOT"
"AMPH",-0.0949776192545707,-0.334164682796586,0.0162853008478745,0.898454551011779,1,"NOT"
"TBXAS1",-0.0300979819098378,3.06806876715849,0.0161492557419365,0.89887730083293,1,"NOT"
"FAM90A1",-0.147304630710427,-0.681910277414753,0.0161469081791177,0.898884611555519,1,"NOT"
"CHIC2",0.0299028461545066,3.04867498226616,0.01614432006606,0.898892672019658,1,"NOT"
"NBPF15",-0.0359104908052443,1.83481558828718,0.016095577788604,0.899044598604541,1,"NOT"
"SLC17A5",-0.0263103413231158,3.74928922789338,0.0160942384429674,0.899048776557226,1,"NOT"
"SRP72",0.0108506990205735,7.30352508194228,0.0160933949582045,0.899051407812928,1,"NOT"
"FTO",0.0203321103287865,4.06780422972351,0.0160417987931338,0.899212495791935,1,"NOT"
"OTULIN",0.0103752981522991,5.9650607904178,0.0159570361334698,0.899477705069041,1,"NOT"
"SRSF7",0.0090920796775974,8.03194851256099,0.0159065952759327,0.899635866460766,1,"NOT"
"PRG2",0.183698198377951,-1.05412924681534,0.0158819676905395,0.899713180806134,1,"NOT"
"ZNF200",-0.0199673741440771,4.28531280039746,0.0158396617134322,0.899846135910604,1,"NOT"
"BYSL",-0.0115234153858415,6.93045765621748,0.0157752579885084,0.900048884429307,1,"NOT"
"THAP7",-0.0102948710627485,7.46208865467247,0.0157598754917956,0.900097372029191,1,"NOT"
"GPD1L",-0.01991727531364,4.21854898336449,0.0156811295456993,0.900345966656981,1,"NOT"
"PRMT9",0.026010863028605,3.43222186841173,0.0156745321512277,0.900366822854708,1,"NOT"
"PTH2",-0.105051461262695,-0.23450959517681,0.0156664398080721,0.900392411089369,1,"NOT"
"TTYH3",0.0352943082199497,1.84635947806244,0.0156515762158493,0.900439427711753,1,"NOT"
"ARL6",-0.0438539689044229,1.08673758478315,0.0155564286223662,0.900740937915069,1,"NOT"
"PPIL3",0.0220108748636395,3.86496049613361,0.0155374530240282,0.900801180988071,1,"NOT"
"CASTOR1",0.216292221826795,-1.23467463049823,0.0155021832191506,0.9009132536776,1,"NOT"
"C2orf16",0.035106421557556,1.82420722737151,0.0154774689042099,0.900991862598386,1,"NOT"
"USP51",-0.0358029607443864,1.74128361273959,0.0154754647830688,0.90099823990727,1,"NOT"
"MTRF1L",0.0143150986252092,5.37082051760701,0.0154647325102886,0.901032398183339,1,"NOT"
"C16orf71",-0.0980576678322712,-0.141469940165582,0.0153779235070388,0.901309134198987,1,"NOT"
"LINC00282",-0.116633715761705,-0.55640644536491,0.0153677738959912,0.901341541594036,1,"NOT"
"KHDC1",-0.0255134423795083,3.70791012417043,0.0152541330998854,0.901705137712761,1,"NOT"
"NDUFAF5",-0.019591066556989,4.07294849647044,0.0151568779275132,0.90201740110229,1,"NOT"
"SUPT4H1",0.00942123361339806,6.42280871696552,0.0150789531696987,0.902268333721712,1,"NOT"
"TUBAL3",0.0317797014788976,2.72964822291009,0.0150754585864972,0.902279602349792,1,"NOT"
"LSM3",0.00912287675271852,6.76132136639504,0.015068270066358,0.902302786610987,1,"NOT"
"SP100",-0.0161077249431997,4.62096776512435,0.0150479334337792,0.902368406303982,1,"NOT"
"DND1",-0.0155990027602793,4.60777076372923,0.0150381616741742,0.902399952600091,1,"NOT"
"ZFPM2",-0.0145901789717515,4.85037097859258,0.0150343743797539,0.902412181968303,1,"NOT"
"GOLGA6L4",0.0622522440772677,0.318489711695908,0.0150316577663236,0.902420955015602,1,"NOT"
"MYLPF",0.113557398144666,-0.749289253899098,0.0150227831719215,0.902449620292123,1,"NOT"
"LENG8",0.00886729105467356,8.22870091832174,0.0147916143159676,0.90319935498568,1,"NOT"
"VWA8",0.0117433979815503,5.39437339226484,0.0147431659614536,0.903357236277922,1,"NOT"
"TMEM247",-0.078532937186599,-0.142004266047745,0.0147152038756793,0.903448477673555,1,"NOT"
"COBLL1",-0.07851603220076,-0.142004266047745,0.0146997297138602,0.90349900828937,1,"NOT"
"GFAP",-0.0746977309174888,-0.0548095356261674,0.0146771608064427,0.903572755086477,1,"NOT"
"AEN",-0.00863184599325597,7.01857280953111,0.0146539281385358,0.903648730925821,1,"NOT"
"MICA",0.108031651433641,-0.284596159448701,0.0146475679084572,0.903669540904043,1,"NOT"
"AC017083.4",0.0168975146717264,4.88296548433157,0.0146363708171435,0.903706187706205,1,"NOT"
"RBM48",-0.0233116205798864,3.65945778186916,0.0146151149321425,0.903775794940741,1,"NOT"
"TEX38",0.174258574976117,-1.05418339051599,0.0144381551961921,0.904357294820338,1,"NOT"
"SPDYE1",-0.0427809875131943,1.04828993719374,0.0143767025493899,0.90456007669447,1,"NOT"
"PCDHGA5",0.13248035753948,-0.893587493223554,0.0143688007847649,0.904586182866443,1,"NOT"
"PC",0.0109175913315263,6.36547453964124,0.0142188653549695,0.905082932577326,1,"NOT"
"PVRIG",-0.163930859232577,-0.971401664534582,0.0141962779231939,0.905157996609936,1,"NOT"
"EIF4EBP3",-0.163932563549645,-0.971401664534582,0.0141961127733428,0.905158545669681,1,"NOT"
"KCTD6",0.0354376336652472,2.17921808852224,0.0141794802190596,0.905213859115987,1,"NOT"
"TMCO1",0.00875025071333726,7.49168936358551,0.0141069879843663,0.905455325336408,1,"NOT"
"C17orf113",-0.0826669281619219,-0.334521801904774,0.0141066032941441,0.905456608386979,1,"NOT"
"MIPOL1",0.0332015275225037,3.06993667147445,0.0140968953327381,0.905488993055977,1,"NOT"
"CLIP1",-0.012797023310924,5.30530092523049,0.0140128903749854,0.90576969778044,1,"NOT"
"CDC6",-0.00833974015946091,7.32717266889963,0.0139771896223579,0.905889251053489,1,"NOT"
"AC055811.2",0.130287882982157,-0.893609121517332,0.0139594134140399,0.905948837054606,1,"NOT"
"CATSPER2",-0.0317975091683883,2.558817594189,0.0139264788031657,0.906059335897985,1,"NOT"
"PAIP1",-0.0105210581463459,6.7464579932119,0.0139123433828274,0.90610680224555,1,"NOT"
"TMF1",-0.0154614724860381,4.56437718478339,0.0138461523197746,0.906329395975755,1,"NOT"
"PRDX1",0.00426801541976623,9.02425110564194,0.0138025004430702,0.906476488031822,1,"NOT"
"ORC1",-0.00857991967801506,7.36373487807493,0.0136851239630857,0.906873180640914,1,"NOT"
"MSMP",-0.0259532040671092,3.53265296206992,0.013664428356595,0.906943303352612,1,"NOT"
"CBWD3",0.0410909970335869,1.0880514969673,0.0136398521028314,0.907026644773037,1,"NOT"
"DDX19B",-0.0236468209508917,3.60252904173964,0.0136253719477963,0.907075784582858,1,"NOT"
"RNF220",-0.00896118201994556,6.59659047993804,0.0136220654758148,0.90708700912737,1,"NOT"
"PHLPP1",0.0145228648884189,4.86331221939439,0.0135863527045501,0.907208332073197,1,"NOT"
"LSM5",-0.0112349670056267,5.80708076024596,0.0135668973806986,0.907274493447799,1,"NOT"
"BAAT",-0.139642211274586,-0.819501350835766,0.0135560104277523,0.907311537497838,1,"NOT"
"CHRM3",-0.112666420178836,-0.682067960021926,0.0135135332749599,0.907456215029696,1,"NOT"
"CTH",-0.0251699713550803,3.45033864998799,0.0134820160900002,0.907563711813116,1,"NOT"
"TVP23A",0.019172497619914,4.34631014260724,0.0134577999558836,0.907646393181347,1,"NOT"
"LGALS12",0.0287815528099365,2.67246604292313,0.0134514958061893,0.90766792986248,1,"NOT"
"NCOA5",0.011369101525444,5.45707362858586,0.0132961339949569,0.908200313192541,1,"NOT"
"HIST1H2BL",-0.033174342289172,1.74029983727645,0.0132532506280718,0.908347817359685,1,"NOT"
"SLCO4C1",-0.0416249893598773,1.00873962078217,0.0132006367870572,0.908529121759568,1,"NOT"
"KCND1",-0.0328288147252299,2.82303205087272,0.013138643038749,0.908743219243605,1,"NOT"
"ABCC11",0.0217561011355938,3.69408143748571,0.0130686127965526,0.908985687501564,1,"NOT"
"TMEM170A",-0.0167504690028927,4.38923853390674,0.012999352536216,0.909226138015196,1,"NOT"
"ZMAT2",0.00905177226676059,6.1900663133154,0.0129613234368937,0.909358439457283,1,"NOT"
"NGLY1",0.00869845679258465,6.55154764180963,0.0129196925616029,0.90950349692483,1,"NOT"
"KCNK15",-0.0876016024240529,-0.334321763483935,0.0128643870631615,0.90969656849949,1,"NOT"
"SMU1",0.009171507805804,6.3229221773678,0.012850063638421,0.909746640093167,1,"NOT"
"EXT1",0.0342085603778469,1.55780487071131,0.0128317755704663,0.909810612322676,1,"NOT"
"AMPD2",-0.00855489324596446,6.76908050428428,0.0127637722441696,0.910048896053087,1,"NOT"
"FARP2",-0.0125857568441545,5.11832532065973,0.0127527546549437,0.910087562160027,1,"NOT"
"PUDP",-0.0124641617062693,5.28535445550171,0.0127245236878526,0.910186715696897,1,"NOT"
"KCTD11",-0.0305476177180507,2.17111993385549,0.0126927476625422,0.91029845362497,1,"NOT"
"SSNA1",-0.0102270351819501,6.53279627041209,0.0126659266848712,0.910392877794338,1,"NOT"
"B3GNT9",-0.0277489899621354,3.0283298042444,0.0124508446782765,0.911153771922701,1,"NOT"
"FKBP1A",-0.00798327881398401,7.72440536265608,0.0123400510061558,0.911548323121668,1,"NOT"
"TMEM218",-0.0216127344010399,3.81907563023423,0.0122953305843172,0.911708086316299,1,"NOT"
"DHRS4L2",-0.0330293900942017,1.66610658273312,0.0122545641814273,0.911853980278296,1,"NOT"
"HMGN5",-0.021605629130902,4.76334479246172,0.0122433609416177,0.911894117215366,1,"NOT"
"CRCP",-0.010064263117831,5.74788954616205,0.0121857216478602,0.912100911288005,1,"NOT"
"PLEKHO1",0.0296168482132309,2.14348730498031,0.0121603380317925,0.912192137771095,1,"NOT"
"TMOD3",0.0102912799549398,6.90935629138947,0.0121505218049318,0.912227442264294,1,"NOT"
"RHOBTB1",0.0165914238176794,4.31469310330566,0.0121373677574237,0.912274774015379,1,"NOT"
"GRIN2C",0.0335460096452515,1.53146012610059,0.012127134133185,0.912311615266027,1,"NOT"
"SKA2",-0.00981134981361965,5.79211448954297,0.0120817787351406,0.912475085297212,1,"NOT"
"PRX",-0.0307682133089696,2.50796187710065,0.0120656690292327,0.912533222657217,1,"NOT"
"IFI27L2",-0.0879590201959869,-0.556775272373329,0.0120551853685897,0.912571077617624,1,"NOT"
"RBX1",-0.00906241540969915,5.96722357707897,0.0120463931833559,0.912602837754143,1,"NOT"
"APLP1",-0.0403130746200106,0.96800718702439,0.0119858036907203,0.912822025731036,1,"NOT"
"ANGPT2",0.0511191109461606,0.444036524380737,0.0119188131456243,0.913065023731972,1,"NOT"
"HARBI1",0.0192941838793763,4.39782537713903,0.0119154671051867,0.913077179081598,1,"NOT"
"MCM3",0.00589059779818328,8.59221181196371,0.0119090824121599,0.913100377908402,1,"NOT"
"NOXRED1",-0.0745219055757717,-0.0546851854766412,0.0118713618216688,0.913237564533896,1,"NOT"
"LEPROT",-0.0126628252344124,6.21806224898582,0.0118356646680073,0.913367595346392,1,"NOT"
"GCSAML",-0.158056190330585,-1.14142524723686,0.0118195268329297,0.913426444307179,1,"NOT"
"KCNK2",-0.158062653153104,-1.14142524723686,0.0118191902861833,0.913427672006363,1,"NOT"
"RIOK1",-0.00946386242053319,5.88071803324579,0.0118170920919134,0.913435326472377,1,"NOT"
"ZNF711",0.0235509708054024,3.5241827828581,0.0118061065162465,0.913475414407645,1,"NOT"
"AKAP8L",-0.00856463994527975,6.76762070510217,0.0117757562145493,0.913586265185533,1,"NOT"
"MYOT",-0.0399273862227575,0.967167672128596,0.0117663439631239,0.913620671641417,1,"NOT"
"CCDC181",0.142044485650532,-0.893799514933357,0.0117321985379588,0.913745607158648,1,"NOT"
"RAB41",-0.0745637995366487,-0.235244364925277,0.0116987767884669,0.913868073060628,1,"NOT"
"AC134772.2",-0.0765728541867467,-0.334689587310913,0.0116328040928151,0.914110334589402,1,"NOT"
"FNDC11",-0.0716688163004331,-0.14217162121952,0.0116241237955923,0.914142261610954,1,"NOT"
"ZNF322",-0.0177610924669456,4.01877835817204,0.0115150633114505,0.914544429457818,1,"NOT"
"AP3S1",-0.0113920947049614,5.70501456965415,0.0114831597535456,0.914662439820788,1,"NOT"
"PPP1R3D",-0.0269554535490649,2.54445139807215,0.0114146927219756,0.9149162584958,1,"NOT"
"TRAPPC4",-0.00796043784255275,6.62359667376797,0.0114097696765918,0.914934538676842,1,"NOT"
"ANGPTL7",-0.0925376374263567,-0.682225625865774,0.0113545775878749,0.91513975079666,1,"NOT"
"DHX15",-0.00575566716866329,8.47291996954403,0.0112954747858272,0.915360063583329,1,"NOT"
"SHC1",0.00872719714823337,6.46527956818429,0.0112520166539944,0.915522431097509,1,"NOT"
"CAPRIN1",0.00437767563289452,8.97415395206677,0.0112262038761539,0.915619022478156,1,"NOT"
"MECP2",0.00906351703153937,5.95326618368656,0.0111441114067663,0.915926961156353,1,"NOT"
"RSPH9",0.010044343710353,5.54529975658181,0.0111239831535901,0.916002639555847,1,"NOT"
"GRM7",0.126610420461001,-0.893576678958334,0.0110734316626075,0.916193009360358,1,"NOT"
"HTR1F",0.0260980429819015,2.71042445005957,0.0110566861195531,0.916256167557054,1,"NOT"
"SLC22A18",0.0317145357217696,1.55906619009599,0.0110502656587022,0.91628039606147,1,"NOT"
"LINC00959",-0.121121973544964,-0.971581384007707,0.0110390979686692,0.916322555857833,1,"NOT"
"PCNT",0.00795319439471658,7.55262813886298,0.0109476900127046,0.916668448980362,1,"NOT"
"MYLK2",0.0805220199635766,-0.387264017044391,0.0108654754389068,0.916980802906458,1,"NOT"
